transaction_id,user_id,amount,transaction_type,merchant_category,device_type,time_hour,location_match,num_txn_last_24h,avg_amount_last_7d,is_blacklisted_merchant,fraud
10435,6415,1157.98,QR,Bills,iOS,13,0,2,1360.51,0,0
10436,3558,891.12,P2P,Bills,Android,13,0,3,1026.65,0,0
10437,6907,126.6,P2P,Shopping,Android,11,1,4,1375.91,0,0
10438,6079,1174.41,P2P,Travel,Android,22,1,4,584.18,0,0
10439,7724,357.99,Autopay,Other,iOS,18,0,4,1507.47,0,0
10440,6420,4078.09,Autopay,Travel,iOS,19,1,2,1308.34,0,0
10441,4291,889.97,QR,Travel,iOS,8,1,4,780.55,0,0
10442,4524,1445.79,Autopay,Food,Android,10,0,3,1317.09,0,0
10443,4504,1058.76,QR,Other,Android,4,1,4,1145.82,0,0
10444,9998,721.59,P2P,Bills,iOS,13,0,4,1664.3,0,0
10445,6989,1007.92,Autopay,Shopping,Android,7,0,7,1502.93,0,0
10446,3666,728.02,QR,Travel,Android,16,1,1,1251.59,0,0
10447,9596,42.04,Autopay,Food,iOS,23,1,2,1205.9,0,0
10448,8140,339.14,Autopay,Bills,Android,21,1,5,863.14,0,0
10449,9785,304.33,P2P,Shopping,iOS,16,1,3,1208.51,0,0
10450,7895,1001.34,Autopay,Other,Android,15,1,3,1650.72,0,0
10451,5107,686.74,P2P,Bills,Android,3,1,2,1408.35,0,0
10452,4280,754.29,QR,Other,Android,9,1,5,297.82,0,0
10453,3212,1501.76,P2M,Other,Android,4,1,3,913.05,0,0
10454,9078,596.07,P2M,Food,Android,4,1,1,1582.92,0,0
10455,8601,197.0,P2P,Travel,iOS,2,1,2,1386.79,0,0
10456,1613,10.01,P2P,Other,Android,6,1,3,1065.0,0,0
10457,1868,139.0,QR,Food,Android,10,1,2,994.06,1,1
10458,1811,24.85,QR,Food,iOS,15,1,0,1546.97,0,0
10459,5862,216.47,QR,Shopping,Android,0,1,3,1042.82,0,0
10460,5177,806.28,P2P,Food,iOS,8,1,3,1415.77,0,0
10461,2744,131.35,Autopay,Bills,Android,20,1,5,1278.91,0,0
10462,3256,68.38,P2P,Other,iOS,8,1,3,1684.03,0,0
10463,8612,2828.37,QR,Food,Android,22,1,4,1702.5,0,0
10464,9713,4622.38,P2M,Other,iOS,20,1,2,1368.87,0,0
10465,8196,810.73,P2M,Other,Android,3,1,4,792.54,0,0
10466,6423,91.94,P2M,Travel,Android,12,1,4,667.27,0,0
10467,6089,1378.63,Autopay,Bills,Android,4,1,2,1226.41,0,0
10468,7608,619.86,P2P,Food,iOS,5,1,1,1281.02,0,0
10469,2469,160.79,QR,Other,iOS,9,1,3,1157.0,0,0
10470,3675,685.84,P2M,Bills,Android,21,1,3,704.85,0,0
10471,2513,32.14,QR,Travel,iOS,1,1,3,1007.54,0,0
10472,5876,2874.02,P2M,Shopping,Android,0,0,3,1242.44,0,0
10473,2451,1398.8,Autopay,Travel,Android,4,1,6,951.32,0,0
10474,5654,241.72,QR,Food,Android,4,1,5,405.06,0,0
10475,4007,434.28,P2M,Food,Android,15,0,3,821.48,0,0
10476,4124,402.4,P2P,Other,Android,19,1,3,1331.66,0,0
10477,2753,1581.47,P2P,Bills,Android,8,0,1,1511.48,0,0
10478,2612,350.35,P2P,Travel,iOS,20,1,5,1033.82,0,0
10479,4275,39.34,P2M,Bills,Android,16,1,3,1109.59,0,0
10480,9747,193.34,P2P,Other,Android,14,1,4,748.63,0,0
10481,3049,194.24,Autopay,Shopping,Android,18,1,2,1145.69,0,0
10482,1824,2384.53,QR,Food,iOS,3,0,4,1541.98,0,0
10483,4030,2062.19,Autopay,Bills,Android,20,1,4,1195.28,0,0
10484,2081,286.02,P2P,Food,Android,5,0,3,734.66,0,0
10485,6299,2.22,P2P,Other,Android,19,1,3,1098.09,0,0
10486,1492,582.19,P2P,Shopping,Android,11,1,1,1239.36,0,0
10487,5764,1276.59,QR,Travel,Android,23,0,4,1509.12,0,0
10488,8202,250.24,Autopay,Bills,Android,7,1,4,1304.06,1,1
10489,9266,462.49,P2P,Food,Android,6,1,1,1523.82,0,0
10490,4360,151.76,QR,Shopping,Android,1,1,5,1072.53,0,0
10491,9562,317.28,P2M,Food,iOS,10,1,3,682.43,0,1
10492,5682,1137.88,Autopay,Food,Android,17,1,5,1270.81,0,0
10493,1328,447.29,P2M,Other,Android,14,1,5,941.15,0,0
10494,9968,474.31,QR,Shopping,iOS,15,1,5,1266.86,0,0
10495,5674,1246.81,P2P,Other,Android,23,1,2,1390.92,0,0
10496,5316,1151.66,P2M,Other,iOS,15,0,4,1157.26,0,0
10497,6803,165.77,Autopay,Bills,iOS,22,0,2,1595.09,0,0
10498,4325,429.29,QR,Travel,iOS,13,0,5,1379.8,0,0
10499,9379,1511.63,QR,Travel,iOS,21,1,1,901.66,1,1
10500,2214,488.13,P2M,Other,iOS,2,1,5,912.88,0,0
10501,8556,867.21,Autopay,Other,iOS,22,1,2,665.61,0,0
10502,9722,292.18,Autopay,Food,Android,16,1,8,1595.33,0,0
10503,4136,49.12,Autopay,Food,Android,5,1,5,1358.22,0,0
10504,7618,144.16,Autopay,Shopping,Android,19,1,2,1153.42,0,0
10505,6265,410.96,P2M,Bills,Android,15,0,1,691.82,0,0
10506,8089,348.9,QR,Other,iOS,18,1,7,1380.63,0,0
10507,8965,1807.93,QR,Food,Android,5,1,2,1601.47,0,0
10508,9708,631.06,Autopay,Travel,iOS,3,1,1,1244.32,0,0
10509,7569,789.27,P2P,Other,Android,1,1,1,1421.96,0,0
10510,2491,933.55,P2P,Bills,iOS,7,1,2,1657.26,0,0
10511,6213,606.79,Autopay,Bills,Android,5,0,2,1597.47,0,0
10512,5228,1174.51,P2M,Other,Android,23,0,0,1352.19,0,0
10513,8508,1222.66,P2M,Food,Android,14,1,3,1737.12,0,0
10514,5409,346.33,P2M,Travel,Android,7,1,2,1204.52,0,0
10515,1590,70.88,P2P,Food,Android,21,1,1,612.63,0,0
10516,8379,3435.46,QR,Other,iOS,5,1,3,1363.64,0,0
10517,4056,823.17,QR,Food,Android,20,1,3,1702.51,0,0
10518,3206,987.31,Autopay,Shopping,Android,9,1,3,468.87,0,0
10519,3708,1130.75,P2M,Shopping,iOS,11,1,3,1518.0,0,1
10520,6981,759.39,QR,Food,iOS,4,1,3,1454.91,0,0
10521,6722,509.26,P2P,Shopping,Android,6,1,2,1177.28,0,0
10522,1747,3342.34,Autopay,Food,iOS,4,0,2,1065.22,0,0
10523,9992,1040.56,QR,Shopping,iOS,12,1,2,1081.82,0,0
10524,7553,1495.86,Autopay,Bills,Android,8,1,5,1160.21,0,0
10525,2497,463.39,Autopay,Travel,Android,19,1,1,615.68,0,0
10526,2379,1881.23,P2P,Shopping,Android,8,1,5,1067.38,0,0
10527,9871,1053.87,P2P,Travel,Android,12,1,6,1135.05,0,0
10528,8360,1096.74,P2P,Bills,iOS,18,1,1,1349.36,0,0
10529,4770,72.76,P2P,Travel,Android,13,1,3,1329.51,0,0
10530,4342,768.73,P2P,Food,iOS,15,1,2,1755.88,0,0
10531,2546,326.64,Autopay,Bills,Android,4,1,3,1772.59,0,0
10532,4126,884.51,Autopay,Bills,iOS,9,1,3,893.33,0,0
10533,6889,671.86,P2P,Other,Android,0,1,2,1290.35,0,0
10534,7208,94.3,P2M,Food,iOS,1,1,2,1264.63,0,0
10535,9875,604.0,P2P,Food,Android,14,1,0,1404.98,0,0
10536,2295,480.1,Autopay,Shopping,iOS,22,1,1,1246.61,0,0
10537,2385,1198.47,Autopay,Travel,iOS,8,1,1,1425.14,0,0
10538,1942,558.75,QR,Travel,iOS,8,1,4,950.99,0,0
10539,4280,524.93,QR,Shopping,iOS,9,1,2,1803.46,0,0
10540,2033,1016.92,Autopay,Travel,Android,4,1,2,1259.37,0,0
10541,3786,883.51,P2M,Shopping,iOS,7,1,2,907.27,0,0
10542,3233,3848.22,Autopay,Bills,iOS,1,1,2,1031.84,0,0
10543,2620,347.03,Autopay,Bills,iOS,11,1,3,1487.16,0,0
10544,4535,932.72,P2M,Shopping,iOS,17,1,0,1649.54,0,0
10545,4205,146.43,P2P,Other,iOS,14,0,5,1131.56,0,0
10546,3882,1306.0,QR,Food,iOS,10,1,2,1458.46,1,1
10547,1170,1234.01,P2P,Bills,Android,11,1,3,1112.23,1,1
10548,9140,1035.18,Autopay,Food,Android,4,1,4,734.33,0,0
10549,4897,101.4,P2P,Other,Android,12,1,1,983.1,0,0
10550,5122,3508.48,Autopay,Bills,iOS,18,1,9,1240.08,0,0
10551,6109,2286.32,P2P,Food,iOS,6,1,2,961.71,0,0
10552,3837,369.74,P2M,Shopping,iOS,22,1,2,1600.4,0,0
10553,9599,688.9,P2P,Shopping,Android,8,1,1,1772.73,0,0
10554,6228,1757.77,P2P,Bills,Android,17,1,1,1425.22,0,0
10555,5169,545.99,Autopay,Travel,iOS,11,1,5,1233.3,0,0
10556,7721,731.36,P2M,Other,Android,6,1,2,1569.06,0,0
10557,1679,739.54,QR,Other,iOS,17,0,4,1063.65,0,0
10558,8429,838.16,QR,Bills,Android,22,0,2,1419.62,0,0
10559,6487,685.48,Autopay,Travel,Android,13,1,4,1381.11,1,1
10560,1236,416.63,P2M,Other,iOS,20,0,3,1435.65,0,0
10561,7804,620.32,P2P,Travel,Android,4,1,3,952.04,0,0
10562,3423,1641.1,P2P,Travel,Android,18,1,2,1368.75,0,0
10563,2032,1596.69,QR,Bills,Android,3,1,4,1360.46,0,0
10564,7339,1184.64,P2P,Food,iOS,9,1,1,1161.21,0,0
10565,3940,427.7,P2P,Other,iOS,0,1,2,1012.51,0,0
10566,6409,1233.32,P2P,Travel,Android,5,1,3,1536.32,0,0
10567,4132,392.63,P2M,Shopping,Android,7,1,3,1047.62,0,0
10568,8080,872.68,P2P,Other,iOS,1,0,2,727.03,0,0
10569,5942,670.41,P2P,Bills,Android,19,1,3,1821.88,0,0
10570,7961,285.37,P2M,Other,iOS,19,1,3,735.41,0,0
10571,8730,482.47,Autopay,Bills,iOS,15,1,0,902.35,0,0
10572,1633,1419.27,Autopay,Other,Android,17,1,0,1137.49,0,0
10573,7822,1951.21,Autopay,Shopping,iOS,18,0,2,1226.05,0,0
10574,5103,183.83,QR,Food,iOS,10,1,2,1266.45,0,0
10575,7487,487.36,P2M,Bills,iOS,15,0,5,764.8,0,0
10576,4446,454.63,P2M,Other,iOS,22,0,4,1185.23,0,0
10577,6738,537.13,Autopay,Bills,iOS,11,1,3,892.85,0,0
10578,4098,3004.89,P2M,Shopping,iOS,8,1,1,1685.03,0,0
10579,9097,585.08,P2P,Travel,iOS,4,1,2,1248.07,0,0
10580,6476,1417.93,QR,Other,iOS,14,1,1,734.59,0,0
10581,9253,872.37,Autopay,Travel,Android,15,1,3,1212.61,0,0
10582,6181,90.71,P2P,Bills,Android,4,1,3,1302.06,0,0
10583,2817,951.68,Autopay,Food,iOS,22,1,3,751.54,1,1
10584,9824,833.16,P2M,Food,iOS,13,1,1,1030.35,0,0
10585,5887,1136.61,P2P,Food,iOS,21,0,1,1271.63,0,0
10586,3598,61.89,Autopay,Bills,iOS,2,1,3,1671.77,0,0
10587,3653,220.93,QR,Other,Android,9,0,5,1735.95,1,1
10588,2454,1173.27,QR,Shopping,iOS,17,1,0,949.11,0,0
10589,2138,370.41,P2M,Food,Android,11,1,1,1378.56,0,0
10590,6807,1933.67,P2M,Other,iOS,1,1,0,1079.69,0,0
10591,4192,583.3,P2P,Shopping,Android,8,0,1,1113.53,0,0
10592,7116,0.82,P2P,Shopping,Android,15,1,3,908.62,0,0
10593,4759,960.08,P2M,Travel,iOS,15,0,5,780.13,0,0
10594,4029,576.36,P2M,Shopping,iOS,7,1,2,1548.46,0,0
10595,6095,305.12,P2M,Other,Android,6,1,5,1323.82,0,0
10596,1063,16.52,QR,Shopping,iOS,20,0,4,1354.71,0,0
10597,2345,177.26,P2M,Bills,iOS,9,0,3,1528.64,1,1
10598,1974,141.0,QR,Travel,iOS,21,1,2,1116.24,0,0
10599,5161,699.46,P2P,Shopping,Android,5,0,3,892.71,0,0
10600,6962,1174.19,P2M,Shopping,Android,12,0,2,1840.56,0,0
10601,9649,213.89,P2M,Food,iOS,14,1,1,1089.18,0,0
10602,7596,957.13,Autopay,Travel,iOS,12,0,2,1232.66,0,0
10603,4330,1840.66,QR,Shopping,iOS,12,1,3,1008.58,0,0
10604,2740,777.41,P2M,Food,Android,3,1,2,1624.75,0,0
10605,7055,1195.63,P2M,Travel,iOS,12,0,3,1094.6,0,0
10606,7321,182.76,Autopay,Bills,iOS,13,1,2,1467.52,0,0
10607,2954,62.32,QR,Shopping,Android,18,1,5,856.06,0,0
10608,1279,363.79,P2P,Food,Android,11,1,2,1198.9,0,0
10609,3391,987.56,QR,Other,iOS,23,1,1,881.33,0,0
10610,7439,926.94,QR,Bills,iOS,20,1,2,614.93,0,0
10611,1961,2482.28,Autopay,Shopping,iOS,23,1,4,759.66,0,0
10612,7827,795.36,P2P,Travel,Android,4,1,0,1092.36,0,0
10613,2217,423.85,Autopay,Travel,iOS,3,1,1,1305.99,1,1
10614,9566,1276.16,P2M,Food,Android,14,1,2,1113.9,0,0
10615,7007,132.91,Autopay,Travel,Android,16,1,3,1542.71,0,0
10616,5130,1341.41,Autopay,Shopping,Android,14,0,4,1389.71,0,0
10617,2392,364.48,P2P,Food,Android,0,1,3,1197.91,0,0
10618,3076,133.8,Autopay,Other,Android,16,1,9,1115.07,0,0
10619,9966,141.52,P2M,Food,Android,1,1,1,725.96,1,1
10620,5316,3288.26,P2M,Shopping,iOS,21,1,2,1475.79,0,0
10621,7196,780.88,P2M,Shopping,Android,14,1,1,1340.54,0,0
10622,5589,153.18,P2P,Travel,iOS,11,1,2,1491.12,0,0
10623,9142,250.19,P2M,Bills,iOS,7,1,4,1103.33,0,0
10624,7260,372.27,P2M,Food,Android,8,1,2,950.75,0,0
10625,9471,46.02,P2M,Food,Android,5,1,2,1128.93,0,0
10626,8897,91.8,Autopay,Bills,iOS,19,1,2,966.26,0,0
10627,5841,1147.56,QR,Bills,Android,17,1,4,1449.07,0,0
10628,8161,1236.7,Autopay,Travel,iOS,19,1,3,1487.31,0,0
10629,2059,3554.07,P2P,Shopping,Android,15,1,0,1087.03,0,0
10630,2922,55.99,Autopay,Other,Android,9,1,3,1149.57,0,0
10631,7101,1759.91,QR,Other,iOS,5,1,3,1442.93,0,0
10632,5592,305.26,Autopay,Other,Android,5,1,2,1550.82,0,0
10633,7349,317.82,P2M,Shopping,iOS,15,1,1,1079.36,0,0
10634,3473,108.91,QR,Bills,Android,12,0,3,1075.78,0,0
10635,9108,3432.3,QR,Shopping,iOS,0,1,3,794.24,0,0
10636,9096,3170.2,Autopay,Bills,Android,14,0,4,720.05,0,0
10637,7748,1600.98,Autopay,Other,Android,11,0,4,1181.32,1,1
10638,5549,76.13,Autopay,Food,Android,8,1,4,1362.19,0,0
10639,1594,1474.36,P2M,Food,iOS,23,0,5,1198.1,0,0
10640,6452,805.44,P2M,Food,Android,8,1,2,1122.38,0,0
10641,1506,110.28,QR,Food,Android,0,1,1,1189.95,0,0
10642,5889,242.79,QR,Food,iOS,11,1,5,1466.42,0,0
10643,8637,934.95,P2M,Shopping,iOS,8,1,0,1276.77,0,0
10644,9212,1301.43,QR,Travel,iOS,22,1,5,1363.73,0,0
10645,2399,1507.56,P2M,Bills,iOS,20,1,2,1300.9,0,0
10646,4201,627.91,P2P,Other,Android,0,1,3,982.01,0,0
10647,8854,611.92,P2P,Food,Android,0,1,1,1082.16,0,0
10648,7763,922.14,QR,Other,Android,7,1,3,1687.47,0,0
10649,8962,1203.06,P2P,Food,Android,8,1,5,957.12,0,0
10650,6190,149.63,P2P,Bills,Android,19,1,3,1721.55,0,0
10651,6681,1077.16,Autopay,Travel,iOS,10,1,3,776.56,0,0
10652,4678,334.46,Autopay,Food,Android,15,1,2,1533.12,0,0
10653,1336,387.29,P2M,Bills,iOS,15,0,7,1488.25,0,0
10654,2667,64.72,P2M,Travel,iOS,3,1,5,1280.18,0,0
10655,1909,710.2,P2M,Bills,iOS,19,1,3,1358.62,0,0
10656,9467,78.46,QR,Bills,Android,6,1,1,755.49,1,1
10657,9204,1954.73,P2P,Other,Android,16,1,2,1118.27,0,0
10658,6122,776.11,P2M,Food,Android,20,1,4,1644.64,1,1
10659,9153,3707.01,QR,Shopping,Android,22,1,6,1056.74,0,0
10660,1973,225.52,P2M,Shopping,iOS,9,1,2,1386.44,0,0
10661,5270,910.55,QR,Food,Android,15,1,2,1138.43,0,0
10662,2408,2669.0,P2M,Bills,Android,18,1,1,1522.13,0,0
10663,3288,283.72,P2P,Food,Android,5,1,0,698.04,0,0
10664,9738,81.03,Autopay,Food,iOS,16,1,3,1200.24,0,0
10665,2218,804.05,P2P,Travel,iOS,4,1,2,1811.46,0,0
10666,2420,364.69,Autopay,Travel,Android,13,0,4,1098.27,0,0
10667,4377,255.13,Autopay,Food,Android,1,1,2,1161.71,0,0
10668,8501,4039.62,P2P,Other,iOS,18,0,2,1202.03,0,0
10669,5098,1122.29,Autopay,Other,Android,5,1,3,792.14,0,0
10670,3738,531.48,P2P,Travel,iOS,12,1,4,1605.39,0,0
10671,8619,41.04,Autopay,Bills,iOS,8,1,7,1177.33,0,0
10672,2842,170.17,P2P,Travel,iOS,11,1,3,857.97,0,0
10673,9938,283.95,P2M,Other,Android,12,1,9,1600.37,0,0
10674,3816,534.29,Autopay,Shopping,Android,11,1,1,995.92,0,0
10675,1494,550.13,QR,Other,iOS,3,0,4,1132.22,0,0
10676,7560,20.04,P2M,Food,iOS,4,1,2,1422.69,0,0
10677,6510,2296.78,P2M,Food,iOS,11,1,4,1199.15,0,0
10678,4444,626.12,P2P,Bills,Android,5,1,2,1032.01,0,0
10679,8543,15.94,Autopay,Shopping,Android,11,1,0,1057.21,0,0
10680,8562,966.75,Autopay,Food,Android,18,1,3,1187.46,0,0
10681,4994,59.22,QR,Other,Android,13,0,3,1213.33,0,0
10682,8253,1021.72,P2P,Shopping,iOS,12,1,1,1062.56,0,0
10683,1045,967.17,P2P,Food,Android,11,1,2,1618.58,0,0
10684,3057,3355.68,P2P,Shopping,Android,16,1,2,1429.72,0,0
10685,1663,334.89,Autopay,Travel,Android,22,1,6,1378.9,0,0
10686,5668,124.69,P2M,Shopping,iOS,17,0,3,1324.74,0,0
10687,3029,77.09,P2M,Shopping,iOS,22,1,5,1115.4,0,0
10688,6717,59.54,QR,Other,iOS,9,1,3,1337.89,0,0
10689,3696,1329.99,P2M,Other,Android,23,0,4,2237.05,0,0
10690,9831,1014.23,P2P,Food,Android,11,1,3,1481.67,0,0
10691,3663,2980.94,QR,Travel,iOS,16,1,1,937.72,0,0
10692,3745,295.91,QR,Travel,iOS,20,1,1,1324.36,0,0
10693,6004,1300.06,QR,Shopping,Android,23,1,4,1004.5,0,0
10694,7321,78.1,P2P,Shopping,iOS,13,1,1,950.68,1,1
10695,6125,1873.73,P2P,Travel,Android,6,1,3,1979.22,0,0
10696,5948,42.58,QR,Food,iOS,5,1,0,1476.02,0,0
10697,5402,1240.5,QR,Shopping,iOS,9,0,2,1415.78,0,0
10698,4427,293.79,Autopay,Bills,iOS,11,1,4,1566.8,0,0
10699,6912,159.93,P2M,Other,iOS,18,1,4,1334.43,0,0
10700,1394,975.31,P2P,Other,Android,18,1,4,1501.73,0,0
10701,4597,1809.75,P2M,Travel,iOS,21,0,5,1354.82,0,0
10702,1329,1155.57,Autopay,Other,iOS,5,0,1,448.67,0,0
10703,1772,300.45,P2P,Food,iOS,2,1,1,1294.0,0,0
10704,9135,349.03,P2P,Other,Android,3,1,1,892.33,0,0
10705,2645,167.89,QR,Food,iOS,10,0,3,1133.95,0,0
10706,2787,1390.1,P2P,Travel,iOS,15,1,3,1572.32,0,0
10707,1999,90.62,QR,Food,Android,23,1,4,1622.27,0,0
10708,2848,1868.2,QR,Travel,iOS,8,1,2,1434.24,0,0
10709,2561,735.3,P2M,Food,iOS,9,1,3,1480.43,0,0
10710,1773,711.05,QR,Bills,iOS,1,1,3,1728.27,0,0
10711,8311,1455.25,Autopay,Travel,iOS,22,1,1,750.39,0,0
10712,6179,880.97,QR,Travel,Android,10,1,2,1123.58,0,0
10713,2803,290.2,P2M,Shopping,Android,20,1,3,1442.91,0,0
10714,3050,344.03,Autopay,Food,iOS,22,1,3,1507.72,0,0
10715,1747,152.01,P2P,Travel,Android,4,1,2,1194.09,0,0
10716,9125,498.99,P2P,Food,Android,13,1,2,1305.61,0,0
10717,6860,93.37,Autopay,Travel,Android,14,1,5,1767.95,0,0
10718,4973,846.83,P2P,Food,Android,12,1,3,1243.21,0,0
10719,2615,148.32,QR,Travel,iOS,22,1,3,1423.83,0,0
10720,4754,1595.68,P2P,Bills,iOS,14,1,5,1468.46,0,0
10721,6506,964.41,P2M,Shopping,iOS,12,1,2,1352.3,0,0
10722,5221,1776.89,P2P,Shopping,Android,13,1,5,1501.74,0,0
10723,6291,72.84,Autopay,Other,Android,23,1,1,973.22,0,0
10724,6854,1281.61,Autopay,Bills,Android,11,1,2,843.02,0,0
10725,1216,1701.59,Autopay,Food,Android,6,1,5,913.43,0,0
10726,2359,36.47,Autopay,Bills,iOS,10,1,3,616.3,0,0
10727,4774,5589.4,Autopay,Food,iOS,14,1,1,1436.17,0,0
10728,6417,286.08,Autopay,Travel,iOS,6,1,2,1435.8,0,0
10729,5927,190.32,Autopay,Shopping,Android,13,1,4,1466.58,0,0
10730,5429,428.79,Autopay,Other,Android,1,1,3,652.48,1,1
10731,5606,6.94,QR,Bills,Android,2,0,1,902.09,0,0
10732,5478,1736.59,P2M,Shopping,iOS,0,1,5,920.41,0,0
10733,2896,250.12,P2M,Bills,Android,3,1,1,1116.52,0,0
10734,8366,589.83,Autopay,Shopping,Android,19,1,3,1009.77,0,0
10735,5427,781.6,QR,Shopping,iOS,5,1,3,1665.2,0,0
10736,6361,1252.69,QR,Shopping,Android,16,1,4,881.22,0,0
10737,1641,230.37,P2P,Bills,iOS,6,1,4,1288.65,0,1
10738,6346,1010.26,Autopay,Food,iOS,21,1,6,1393.6,0,0
10739,5729,100.14,QR,Other,Android,20,1,3,965.29,0,0
10740,4627,974.55,QR,Shopping,Android,21,1,4,1482.97,0,0
10741,7594,2013.57,Autopay,Bills,Android,1,1,1,1326.97,0,0
10742,9387,71.09,Autopay,Food,iOS,1,1,3,1565.5,0,0
10743,4275,99.27,P2M,Shopping,Android,5,1,4,1345.31,0,0
10744,5050,651.76,P2P,Food,Android,0,1,3,1467.7,0,0
10745,5553,38.01,P2P,Food,iOS,7,1,5,908.68,0,0
10746,5925,166.0,P2M,Travel,iOS,18,1,2,1302.05,0,0
10747,3304,168.77,P2M,Travel,Android,3,0,4,1538.1,0,0
10748,4343,525.06,P2M,Other,Android,19,0,8,868.87,0,0
10749,3056,228.53,P2P,Bills,Android,3,1,1,1616.92,0,0
10750,3808,516.28,QR,Food,Android,5,0,0,1408.16,0,0
10751,8092,589.14,Autopay,Food,Android,22,1,4,854.89,0,0
10752,8226,1049.38,Autopay,Bills,Android,4,1,3,1466.05,1,1
10753,1886,2334.9,P2P,Shopping,Android,19,0,4,1294.99,0,0
10754,9584,560.54,P2P,Bills,iOS,14,1,2,1522.34,0,0
10755,8720,350.81,Autopay,Other,Android,16,1,5,1145.76,1,1
10756,3446,239.48,Autopay,Other,iOS,18,1,4,1140.63,0,0
10757,4905,805.54,P2P,Other,Android,15,1,1,725.81,0,0
10758,7474,2290.6,QR,Bills,Android,8,1,4,1134.71,0,0
10759,4591,1157.36,P2M,Bills,Android,20,1,2,955.5,0,0
10760,3181,184.64,P2M,Travel,iOS,9,1,4,1148.55,0,0
10761,6011,1790.22,Autopay,Shopping,iOS,17,1,2,1387.35,0,0
10762,6030,1063.97,QR,Travel,Android,20,0,3,1030.57,0,0
10763,1354,109.52,P2P,Other,Android,19,1,7,854.14,0,0
10764,3631,998.07,P2P,Bills,iOS,12,1,3,1132.75,0,0
10765,2521,273.27,QR,Other,Android,6,0,2,966.87,0,0
10766,3672,540.87,P2P,Bills,Android,13,1,1,1112.28,0,0
10767,3337,285.6,P2P,Travel,iOS,12,1,2,1857.96,0,0
10768,7968,70.24,Autopay,Shopping,Android,3,1,2,1183.92,0,0
10769,1628,1170.83,P2M,Shopping,iOS,8,1,2,962.83,0,0
10770,8162,1411.4,P2M,Shopping,iOS,13,1,4,999.55,0,0
10771,3679,211.15,Autopay,Travel,Android,2,0,1,640.55,0,0
10772,6266,219.17,Autopay,Travel,iOS,9,1,0,967.93,0,0
10773,5422,449.64,Autopay,Bills,iOS,16,1,3,1228.07,0,0
10774,8463,1334.8,Autopay,Other,iOS,9,1,2,804.29,0,0
10775,2126,64.33,Autopay,Travel,iOS,16,0,5,1194.22,0,0
10776,2780,1323.18,P2M,Other,Android,15,1,2,1091.56,0,0
10777,7571,2048.29,P2P,Other,Android,22,0,2,1257.36,0,0
10778,9584,659.52,P2M,Other,iOS,15,1,3,1469.2,0,0
10779,1825,49.83,P2M,Other,Android,21,1,5,1008.16,0,0
10780,8276,251.28,QR,Food,iOS,6,1,3,1361.7,0,0
10781,3395,94.47,P2P,Food,Android,18,1,1,1414.38,0,0
10782,5145,240.11,Autopay,Food,iOS,0,1,5,1370.36,0,0
10783,8059,1336.12,QR,Other,Android,9,1,7,1308.54,0,0
10784,6492,45.82,P2P,Shopping,iOS,2,1,2,1624.5,0,0
10785,8111,267.06,QR,Food,iOS,1,1,3,824.83,0,0
10786,7792,582.11,Autopay,Shopping,iOS,4,1,3,970.75,0,0
10787,4551,1657.44,QR,Food,iOS,23,1,1,958.39,0,0
10788,8711,230.13,QR,Food,Android,8,0,0,1709.05,0,0
10789,4628,1205.24,P2M,Other,iOS,23,1,2,1511.3,0,0
10790,2565,700.83,Autopay,Food,iOS,14,1,3,1273.61,0,0
10791,4667,902.52,Autopay,Bills,iOS,17,1,4,1079.79,0,0
10792,7459,1583.06,P2M,Shopping,iOS,12,1,2,787.49,0,0
10793,5096,21.42,P2M,Shopping,iOS,19,1,4,731.79,0,0
10794,2019,603.56,P2P,Bills,Android,17,1,1,1681.35,0,0
10795,8928,1100.17,Autopay,Other,iOS,8,0,4,1459.35,0,0
10796,9254,1727.5,QR,Bills,iOS,12,0,1,1534.65,0,0
10797,6965,113.89,QR,Shopping,Android,2,1,2,1263.38,0,0
10798,3269,334.17,P2P,Bills,iOS,15,0,5,810.93,0,0
10799,9835,65.45,Autopay,Food,iOS,20,1,2,1480.43,0,0
10800,5721,1441.13,P2P,Travel,Android,17,1,3,1197.13,0,0
10801,9408,1557.98,P2M,Food,Android,16,1,3,1076.19,0,0
10802,1195,528.68,QR,Other,Android,7,1,5,763.62,0,0
10803,4273,16.81,QR,Other,Android,6,1,3,1151.68,0,0
10804,6110,86.24,P2M,Bills,Android,10,0,1,1771.04,0,0
10805,8401,783.3,P2M,Food,iOS,15,0,1,1347.23,0,0
10806,4212,3241.91,P2M,Bills,Android,3,1,1,1751.56,0,0
10807,3755,1460.41,P2P,Travel,iOS,12,1,2,1149.91,0,0
10808,2521,1279.28,QR,Food,iOS,23,1,2,1150.36,0,0
10809,6674,432.99,P2P,Food,iOS,1,1,1,1096.96,0,0
10810,2080,3371.17,QR,Other,Android,17,1,3,1276.69,0,0
10811,6623,1394.25,P2M,Travel,Android,0,1,5,1503.31,0,0
10812,1721,327.16,P2P,Travel,Android,21,0,3,1519.01,0,0
10813,2562,1104.22,QR,Other,Android,21,1,3,1025.55,0,0
10814,1639,453.24,QR,Food,iOS,17,1,5,1457.99,0,0
10815,5260,864.12,P2P,Travel,Android,3,0,4,1061.03,0,0
10816,6190,2806.68,QR,Shopping,iOS,15,0,1,1164.31,1,1
10817,4736,226.37,P2P,Travel,iOS,12,1,1,671.29,0,0
